연번,년도,구분,시도,시군구,설립주체,운영방식,개관년도,도서관명,주소,상세주소,전화번호,팩스,홈페이지,봉사대상지역,대출권수_어린이_총류,대출권수_어린이_철학,대출권수_어린이_종교,대출권수_어린이_사회과학,대출권수_어린이_순수과학,대출권수_어린이_기술과학,대출권수_어린이_예술,대출권수_어린이_언어,대출권수_어린이_문학,대출권수_어린이_역사,대출권수_청소년_총류,대출권수_청소년_철학,대출권수_청소년_종교,대출권수_청소년_사회과학,대출권수_청소년_순수과학,대출권수_청소년_기술과학,대출권수_청소년_예술,대출권수_청소년_언어,대출권수_청소년_문학,대출권수_청소년_역사,대출권수_성인_총류,대출권수_성인_철학,대출권수_성인_종교,대출권수_성인_사회과학,대출권수_성인_순수과학,대출권수_성인_기술과학,대출권수_성인_예술,대출권수_성인_언어,대출권수_성인_문학,대출권수_성인_역사,도서_국내_총류,도서_국내_철학,도서_국내_종교,도서_국내_사회과학,도서_국내_순수과학,도서_국내_기술과학,도서_국내_예술,도서_국내_언어,도서_국내_문학,도서_국내_역사,시설_도서관부지면적,시설_연면적,개관일수,행정구역코드,법정구역코드,AGE,총_국내도서권수,총_대출권수
531,2018,공공(일반),경기도,광주시,지자체,직영,2007,광주시립중앙도서관,경기도 광주시 문화로,82 (시립도서관),031-760-5674,031-760-1435,http://lib.gjcity.go.kr,경기 광주시,1714,1353,924,4863,7822,2104,1090,3718,22224,4841,612.0,1227.0,327.0,2504.0,1979.0,1323.0,913.0,731.0,7880.0,1461.0,6457.0,8323.0,3219.0,24724.0,14150.0,12598.0,5427.0,7884.0,65465.0,13842,13646,15841,9243,55716,24005,20074,12823,10180,112381,31549,7726.0,4826.0,295,31250,41610,12,305458,231699.0
532,2018,공공(일반),경기도,안성시,지자체,직영,1996,안성시립보개도서관,경기도 안성시 종합운동장로,205 (안성시립보개도서관),031-678-5330,031-678-5339,http://www.apl.go.kr/,경기 안성시,231,246,44,588,1327,312,816,290,7276,793,10.0,46.0,4.0,55.0,47.0,53.0,78.0,5.0,1443.0,68.0,815.0,1144.0,306.0,2429.0,1859.0,1596.0,2722.0,662.0,28475.0,1812,2123,2971,1236,9287,4363,4388,3383,1668,36491,5712,18098.0,1769.0,290,31220,41550,23,71622,55552.0
533,2018,공공(일반),경기도,하남시,지자체,직영,1996,하남시신장도서관,경기도 하남시 하남대로 740 (신장동),740 (하남시신장도서관),031-795-0694,031-790-6599,https://www.hanamlib.go.kr/silib,경기 하남시,1182,732,486,4336,5182,1338,1007,1450,17927,3990,520.0,602.0,102.0,1591.0,1823.0,833.0,454.0,375.0,7219.0,1574.0,4859.0,7241.0,2313.0,18678.0,8383.0,9029.0,4703.0,4396.0,52156.0,11141,10088,10375,5067,31862,11187,14344,9813,4986,63906,15159,13912.0,2145.0,334,31180,41450,23,176787,175622.0
534,2018,공공(일반),경기도,의왕시,지자체,직영,2007,의왕시중앙도서관,경기도 의왕시 골우물길 49 (고천동),중앙도서관,031-345-3641,031-345-3649,http://www.uwlib.or.kr/jungang,경기 의왕시,1639,790,482,5143,8995,1393,1188,1593,18865,4418,339.0,376.0,46.0,933.0,931.0,428.0,311.0,178.0,3806.0,787.0,4497.0,6020.0,2515.0,19682.0,9670.0,9272.0,3420.0,4048.0,37183.0,10551,8975,10599,6241,37149,17943,14569,10839,7416,75417,17920,7529.0,7267.0,325,31170,41430,12,207068,159499.0
535,2018,공공(일반),경기도,의왕시,지자체,직영,1993,의왕시내손도서관,경기도 의왕시 복지로,109 (내손동 공용청사) 내손도서관,031-345-2633,031-345-2639,http://www.uwlib.or.kr/naeson/,경기 의왕시,2496,1659,1624,9666,14264,1612,2689,7820,40782,9389,560.0,938.0,114.0,2274.0,1911.0,1172.0,1303.0,889.0,9417.0,1945.0,8813.0,12681.0,5741.0,43196.0,34346.0,17487.0,13248.0,20685.0,139978.0,29614,7321,10512,6632,36215,18563,13616,11802,10422,75693,19366,6762.0,6904.0,324,31170,41430,26,210142,438313.0
536,2018,공공(일반),경기도,오산시,지자체,직영,1992,오산시 청학도서관,경기도 오산시 청학로 65 (청학동),65 (오산청학도서관),031-8036-6490,031-8036-8983,http://www.osanlibrary.go.kr,경기 오산시,22,46,27,174,311,45,56,94,867,174,58.0,69.0,16.0,151.0,102.0,84.0,64.0,22.0,825.0,76.0,1099.0,1541.0,456.0,4166.0,1167.0,1349.0,673.0,550.0,10583.0,1600,2765,4130,2046,15785,5903,7072,4907,4200,31541,8764,4005.0,1715.0,342,31140,41370,27,87113,26467.0
537,2018,공공(일반),경기도,여주시,지자체,직영,1999,세종도서관,경기도 여주시 영릉로 125 (하동),125 (세종도서관),031-886-5006,031-887-2860,http://www.yjlib.go.kr,경기 여주시,499,106,310,1199,2242,335,345,934,4796,1422,184.0,166.0,29.0,453.0,699.0,376.0,297.0,240.0,2701.0,585.0,1799.0,2578.0,1015.0,7371.0,4542.0,4901.0,3015.0,2992.0,26765.0,5131,7319,8383,5628,27746,11799,11493,8152,7823,60161,15839,9557.0,1683.0,297,31280,41670,20,164343,78027.0
538,2018,공공(일반),경기도,양평군,지자체,직영,1993,양평군립중앙도서관,경기도 양평군 양근로,240-9 (양평군립도서관),031-770-2706,031-770-2819,http://www.yplib.go.kr,경기 양평군,39,49,18,193,49,237,64,70,483,159,110.0,316.0,25.0,592.0,421.0,406.0,255.0,109.0,3162.0,280.0,1570.0,5215.0,1593.0,9036.0,1785.0,8501.0,2871.0,1757.0,28082.0,4786,10149,11068,5684,33654,5944,16035,14099,5244,48946,15429,5236.0,1936.0,338,31380,41830,26,166252,72233.0
539,2018,공공(일반),경기도,양평군,지자체,직영,2003,양평용문도서관,경기도 양평군 용문로,395 (용문도서관),031-770-2789,031-770-2876,http://www.yplib.go.kr,경기 양평군,443,210,168,981,1719,510,258,372,3519,1301,200.0,297.0,28.0,489.0,611.0,231.0,88.0,172.0,2204.0,547.0,1327.0,2179.0,1022.0,5071.0,2939.0,4218.0,1546.0,1378.0,17422.0,3695,3349,5109,2499,16731,6209,7438,4205,3490,35867,7740,1655.0,1451.0,355,31380,41830,16,92637,55145.0
540,2018,공공(일반),경기도,과천시,지자체,직영,2002,과천시정보과학도서관,경기도 과천시 중앙로 24 (갈현동),과천시정보과학도서관,02-2150-3008,02-507-8576,http://www.gclib.go.kr,경기 과천시,5294,2626,1657,9768,22958,4623,4788,17331,94986,18702,2470.0,3397.0,1244.0,8273.0,2373.0,5513.0,3226.0,3086.0,4364.0,5742.0,5762.0,7927.0,2904.0,19303.0,5538.0,12865.0,7528.0,7202.0,68363.0,13397,14195,16966,11262,63657,17804,27201,18753,13476,94032,24357,24080.0,10027.0,295,31110,41290,17,301703,373210.0
541,2018,공공(일반),경기도,고양시,지자체,직영,2007,고양시립아람누리도서관,경기도 고양시 일산동구 중앙로 1286 (마두동),1286 (고양시립아람누리도서관),031-8075-9038,031-901-0294,http://www.goyanglib.or.kr,경기 고양시,965,637,343,3304,6403,1192,1114,3417,25422,4664,568.0,782.0,134.0,2207.0,2667.0,1039.0,919.0,866.0,10992.0,2355.0,8352.0,12299.0,4127.0,33102.0,16738.0,16348.0,15139.0,11449.0,109354.0,24558,8488,9018,4517,30989,12138,12008,18031,6476,60814,15448,11118.0,4457.0,325,31100,41280,12,177927,321456.0
542,2018,공공(일반),경기도,고양시,지자체,직영,1999,고양시립마두도서관,경기도 고양시 일산동구 일산로,355 (고양시립마두도서관),031-8075-9064,031-901-5894,http://www.goyanglib.or.kr,경기 고양시,448,249,376,1943,3840,623,344,883,8267,2150,294.0,373.0,125.0,1358.0,1905.0,556.0,352.0,367.0,5275.0,1131.0,3743.0,5197.0,2311.0,18555.0,8705.0,7310.0,4566.0,4213.0,47849.0,9675,8929,8766,6007,30716,11294,11722,6398,5311,61648,14826,36029.0,3757.0,324,31100,41280,20,165617,142983.0
543,2018,공공(일반),경기도,고양시,지자체,직영,2003,고양시립백석도서관,경기도 고양시 일산동구 일산로,118 (시립백석도서관),031-8075-9090,031-901-4621,http://www.goyanglib.or.kr,경기 고양시,821,386,423,2633,3997,1002,792,2071,15613,3039,533.0,548.0,167.0,1751.0,2169.0,885.0,613.0,608.0,8156.0,1422.0,5250.0,7027.0,2557.0,21382.0,11004.0,9961.0,5655.0,7362.0,70023.0,13405,6916,8246,4667,25956,12362,10529,6302,4509,48285,12406,4347.0,4070.0,325,31100,41280,16,140178,201255.0
544,2018,공공(일반),경기도,고양시,지자체,직영,2003,고양시립화정도서관,경기도 고양시 덕양구 은빛로77번길 8 (화정동),8 (고양시립화정도서관),031-8075-9206,031-965-5093,http://www.goyanglib.or.kr/,경기 고양시,574,449,304,2644,4643,852,802,2338,15537,2950,588.0,769.0,203.0,2359.0,2439.0,1054.0,753.0,843.0,8904.0,1755.0,6992.0,11725.0,3817.0,33721.0,12032.0,14551.0,7560.0,8151.0,79460.0,16637,8783,8999,4177,28496,12370,11411,6059,4801,57628,14695,4149.0,4580.0,324,31100,41280,16,157419,245406.0
545,2018,공공(일반),경기도,고양시,지자체,직영,1994,고양시립행신도서관,경기도 고양시 덕양구 행당로33번길,25 6 (고양시립행신도서관),031-8075-9232,031-938-4673,http://www.goyanglib.or.kr,경기 고양시,402,233,309,1719,3101,614,679,2342,8754,2107,414.0,468.0,121.0,1433.0,1590.0,744.0,688.0,863.0,6754.0,1059.0,4169.0,7267.0,3554.0,22916.0,7746.0,9611.0,5174.0,6896.0,57830.0,9539,7037,7285,4412,27265,9469,11541,7313,6137,53057,11606,3753.0,2803.0,325,31100,41280,25,145122,169096.0
546,2018,공공(일반),경기도,고양시,지자체,직영,2002,고양시립원당도서관,경기도 고양시 덕양구 호국로790번길,49 9 (시립원당도서관),031-8075-9254,031-965-9709,http://www.goyanglib.or.kr,경기 고양시,323,168,98,698,978,228,134,425,2117,647,191.0,246.0,53.0,500.0,517.0,269.0,215.0,214.0,1829.0,453.0,2336.0,3248.0,1135.0,7323.0,3178.0,3704.0,1964.0,2062.0,18423.0,5502,5377,5577,2805,18165,8385,7626,7672,3665,42279,10037,4310.0,1553.0,325,31100,41280,17,111588,59178.0
547,2018,공공(일반),경기도,의정부시,지자체,직영,2007,의정부과학도서관,경기도 의정부시 추동로124번길 52 (신곡동),52 (의정부과학도서관),031-870-6562,031-870-6569,http://www.uilib.go.kr,경기 의정부시,2720,2525,1741,15855,22041,3840,2327,10726,77392,14152,654.0,1099.0,378.0,2524.0,578.0,1427.0,750.0,526.0,4870.0,1079.0,5951.0,10000.0,3445.0,22969.0,5262.0,12992.0,6828.0,4789.0,44321.0,9815,9254,11205,6668,33919,15643,16951,11690,9823,61527,17340,9455.0,6951.0,296,31030,41150,12,194020,293576.0
548,2018,공공(일반),경기도,의정부시,지자체,직영,2003,의정부시정보도서관,경기도 의정부시 의정로 41 (의정부동),의정부정보도서관,031-828-8702,031-870-6589,http://www.uilib.go.kr,경기 의정부시,1843,1169,1006,7018,11363,1969,1133,7352,35154,6098,1178.0,2183.0,768.0,5112.0,985.0,3017.0,1506.0,1254.0,10271.0,2293.0,4710.0,8734.0,3072.0,20449.0,3938.0,12067.0,6025.0,5018.0,41086.0,9170,8880,11741,7661,33200,12314,15616,12210,8652,63062,16075,16685.0,5310.0,336,31030,41150,16,189411,216941.0
549,2018,공공(일반),경기도,남양주시,지자체,직영,1993,남양주시도농도서관,경기도 남양주시 경춘로 409 (다산동),도농도서관,031-590-2586,031-590-2588,http://lib.nyj.go.kr,경기 남양주시,958,555,351,2609,4848,740,446,1528,13478,2532,380.0,367.0,68.0,956.0,1303.0,430.0,268.0,411.0,5454.0,903.0,5586.0,6369.0,2309.0,20330.0,17416.0,9091.0,4037.0,7343.0,72120.0,13878,8180,9691,4162,23418,8951,11750,8550,6543,64668,15752,2186.0,2374.0,348,31130,41360,26,161665,197064.0
550,2018,공공(일반),경기도,남양주시,지자체,직영,2003,남양주시화도도서관,경기도 남양주시 화도읍 수레로1260번길,33,031-590-4587,031-590-4588,http://lib.nyj.go.kr/hwado/,경기 남양주시,2080,349,363,2273,4058,540,411,2547,13955,2852,662.0,478.0,91.0,1474.0,1987.0,704.0,468.0,633.0,6662.0,1175.0,8880.0,5575.0,3006.0,20528.0,13011.0,9855.0,5291.0,8514.0,70812.0,13278,8321,7274,4635,22255,9707,9010,7022,4954,51636,12572,596.0,2667.0,344,31130,41360,16,137386,202512.0
551,2018,공공(일반),경기도,남양주시,지자체,직영,2006,남양주시진건도서관,경기도 남양주시 진건오남로,41- 25 (진건도서관),031-590-8255,031-590-8259,http://lib.nyj.go.kr/jingeon,경기 남양주시,422,121,107,887,976,214,96,262,3324,751,195.0,179.0,23.0,521.0,576.0,312.0,165.0,152.0,2699.0,494.0,2926.0,3140.0,1264.0,9073.0,4709.0,3893.0,1618.0,2421.0,26740.0,5760,7653,6357,4033,18909,8176,8097,5173,3981,40689,11205,1322.0,2846.64,347,31130,41360,13,114273,74020.0
552,2018,공공(일반),경기도,파주시,지자체,직영,2005,파주시중앙도서관,경기도 파주시 쇠재로 33 (금촌동),파주시중앙도서관,031-940-5661,031-940-5649,http://www.pajulib.or.kr,경기 파주시,816,552,368,2952,4626,1265,981,1871,14858,2917,399.0,743.0,175.0,2163.0,1658.0,1002.0,634.0,353.0,6873.0,940.0,5147.0,8778.0,3477.0,26057.0,9825.0,14309.0,6533.0,5661.0,68242.0,12145,10879,13165,7946,46618,16443,20032,12945,9369,80597,21498,2030.0,6516.0,319,31200,41480,14,239492,206320.0
553,2018,공공(일반),경기도,파주시,지자체,직영,1994,파주시립중앙도서관금촌분관,경기도 파주시 금촌동 ,시민회관길 40,031-940-4388,031-940-4389,www.pajulib.or.kr,경기 파주시,53,26,15,80,85,104,20,102,195,250,9.0,65.0,15.0,90.0,35.0,251.0,35.0,45.0,324.0,352.0,246.0,522.0,157.0,1452.0,399.0,621.0,374.0,485.0,4358.0,534,3291,2715,1124,9836,5396,3600,2906,2046,28956,6389,1317.0,385.0,325,31200,41480,25,66259,11299.0
554,2018,공공(일반),경기도,파주시,지자체,직영,1994,파주시립중앙도서관문산분관,경기도 파주시 문산읍 개포래로 42,문산도서관 (문산읍 문산리 35-13),031-940-8432,031-940-8439,http://www.pajulib.or.kr,경기 파주시,360,420,156,1116,1668,317,355,614,3445,1308,168.0,180.0,48.0,240.0,384.0,84.0,48.0,96.0,1752.0,240.0,1272.0,2220.0,1152.0,7932.0,5604.0,3420.0,2052.0,1704.0,22332.0,4488,3997,4009,2338,14871,6900,5761,4225,2979,34694,8051,2593.0,1163.0,320,31200,41480,25,87825,65175.0
555,2018,공공(일반),경기도,파주시,지자체,직영,1997,파주시립중앙도서관법원분관,경기도 파주시 사임당로,947 (법원도서관),031-940-4191,031-940-4199,http://www.pajulib.or.kr,경기 파주시,84,96,50,193,591,59,314,147,1335,348,36.0,46.0,10.0,169.0,171.0,58.0,29.0,68.0,459.0,93.0,608.0,841.0,370.0,2963.0,1553.0,1395.0,961.0,515.0,11128.0,2040,3135,3301,1886,12280,5453,5108,4068,2192,28706,6453,2238.0,1080.0,319,31200,41480,22,72582,26730.0
556,2018,공공(일반),경기도,구리시,지자체,직영,2003,구리시인창도서관,경기도 구리시 건원대로34번길,90 (구리시인창도서관),031-550-2936,031-550-2939,https://www.gurilib.go.kr/inlib/,경기 구리시,2686,2169,2527,12646,18010,3351,2935,7069,60420,12264,1289.0,2070.0,659.0,6043.0,1048.0,3677.0,1297.0,1306.0,14534.0,2422.0,3010.0,4831.0,1539.0,12087.0,2448.0,7355.0,3027.0,3050.0,29069.0,5654,9262,10873,6607,38926,18212,15659,12078,11151,92153,20078,5880.0,7868.58,324,31120,41310,16,234999,230492.0
557,2018,공공(일반),경기도,구리시,지자체,직영,1994,구리시교문도서관,경기도 구리시 안골로,30번길 45,031-550-2593,031-550-2595,http://www.gurilib.go.kr,경기 구리시,2347,1349,1354,4322,6366,2165,1672,3023,23593,5429,517.0,869.0,290.0,2431.0,398.0,1238.0,495.0,544.0,6318.0,997.0,1208.0,2028.0,678.0,5673.0,929.0,2890.0,1156.0,1270.0,14744.0,2327,7878,8053,5304,28087,10911,12239,9798,7354,69303,14620,1668.0,2855.0,339,31120,41310,25,173547,98620.0
558,2018,공공(일반),경기도,포천시,지자체,직영,2006,포천시립일동도서관,경기 포천시 일동면,화동로 1021,031-538-3931,031-538-3936,http://lib.pcs21.net/id/,경기 포천시,92,136,56,314,422,112,342,205,2187,525,39.0,82.0,20.0,153.0,140.0,57.0,209.0,49.0,967.0,166.0,725.0,1535.0,397.0,3321.0,1250.0,1564.0,1698.0,775.0,11707.0,2417,3455,4637,1980,13151,4847,5161,3573,2296,30787,6410,1745.0,2000.0,293,31270,41650,13,76297,31662.0
559,2018,공공(일반),경기도,포천시,지자체,직영,2006,포천시립영중꿈나무도서관,경기도 포천시 양문로,51,031-538-3942,031-538-3945,http://lib.pocheon.go.kr/yj,경기 포천시,8,0,0,10,25,5,0,12,67,9,3.0,12.0,2.0,38.0,8.0,12.0,2.0,4.0,59.0,9.0,68.0,184.0,15.0,196.0,126.0,99.0,26.0,77.0,816.0,101,1940,1116,474,4741,3799,1006,814,1205,14982,3023,6600.0,611.0,247,31270,41650,13,33100,1993.0
560,2018,공공(일반),경기도,양주시,지자체,직영,2006,양주시립꿈나무도서관,경기 양주시 백석읍 꿈나무로 199,꿈나무도서관,031-8082-7402,031-8082-7409,http://www.libyj.go.kr,경기 양주시,222,113,142,1014,1524,278,409,900,4546,1054,101.0,160.0,31.0,376.0,439.0,141.0,189.0,162.0,1925.0,287.0,999.0,1561.0,510.0,4778.0,3697.0,1949.0,1490.0,2024.0,18274.0,3415,5653,4013,2152,20608,13380,5628,4653,4977,74209,10496,6073.0,2606.0,284,31260,41630,13,145769,52710.0
561,2018,공공(일반),경기도,양주시,지자체,직영,1994,양주시덕정도서관,경기도 양주시 화합로,1371번길 11,031-8082-7422,031-8082-7409,http://libyj.go.kr,경기 양주시,232,189,37,1214,724,213,592,1761,4462,913,144.0,189.0,57.0,610.0,677.0,303.0,335.0,385.0,3148.0,541.0,1392.0,2813.0,1143.0,8321.0,4073.0,2932.0,2596.0,4805.0,26724.0,4311,5587,6802,3901,22363,8765,8680,6907,5100,46558,12481,949.0,1826.0,297,31260,41630,25,127144,75836.0
562,2018,공공(일반),경기도,동두천시,지자체,직영,1996,동두천시립도서관,경기도 동두천시 상패로 60 (상패동),60,031-860-3261,031-860-2568,http://city.ddclib.net,경기 동두천시,238,278,113,1019,396,362,287,152,2940,463,656.0,768.0,312.0,2816.0,1092.0,1000.0,794.0,419.0,8121.0,1279.0,4817.0,5641.0,2291.0,20671.0,8020.0,7340.0,5828.0,3075.0,59616.0,9391,9287,11030,5249,36850,12175,14279,10154,7502,84851,16013,3368.07,2670.5,320,31080,41250,23,207390,150195.0
563,2018,공공(일반),경기도,동두천시,지자체,직영,2005,동두천꿈나무정보도서관,경기도 동두천시 지행로 38 (지행동),동두천꿈나무정보도서관,031-860-3281,031-860-2574,http://lib.ddc.go.kr,경기 동두천시,630,557,218,2431,1783,627,327,829,9243,1436,588.0,520.0,203.0,2269.0,1664.0,585.0,305.0,774.0,8627.0,1340.0,2983.0,2638.0,1030.0,11506.0,8440.0,2969.0,1549.0,3925.0,43752.0,6791,6452,4682,1923,20739,14726,5655,3724,2150,62121,10633,1300.0,2019.0,298,31080,41250,14,132805,120539.0
564,2018,공공(일반),경기도,가평군,지자체,직영,1985,가평군중앙도서관,경기도 가평군 가평읍 가화로 64,64 (가평군립도서관),031-580-4040,031-580-2589,http://www.gaplib.or.kr,경기 가평군,455,129,266,1181,1864,376,196,415,4465,953,70.0,182.0,39.0,349.0,397.0,199.0,99.0,133.0,1515.0,283.0,1222.0,1742.0,852.0,4954.0,3008.0,2275.0,1583.0,1463.0,18630.0,2775,7951,7065,3926,23753,11758,10977,8076,8319,66826,13810,7485.0,3602.25,273,31370,41820,34,162461,52070.0
565,2018,공공(일반),경기도,가평군,지자체,직영,2006,가평군조종도서관,경기도 가평군 조종면 조종희망로 26,22 (가평조종도서관),031-580-4301,031-580-2329,https://www.gaplib.or.kr,경기 가평군,196,46,59,434,971,104,319,300,1169,405,1766.0,95.0,3.0,208.0,149.0,49.0,118.0,68.0,913.0,130.0,2816.0,1296.0,539.0,3549.0,2645.0,1527.0,1278.0,1823.0,11796.0,1711,3859,3998,2118,13491,7014,6029,3952,3388,30223,6410,2692.0,1485.0,355,31370,41820,13,80482,36482.0
566,2018,공공(일반),경기도,연천군,지자체,직영,2007,연천군 중앙도서관,경기도 연천군 전곡읍 전은길,9-26,031-839-4411,031-839-4419,http://library.yeoncheon.go.kr/,경기 연천군,319,434,476,5937,3801,808,285,857,9641,1990,75.0,229.0,23.0,623.0,531.0,563.0,400.0,85.0,1753.0,182.0,697.0,1310.0,503.0,3345.0,427.0,2609.0,2324.0,1096.0,13297.0,2250,3828,5068,2781,20590,6993,7178,5977,3107,43258,9202,3306.0,2094.0,346,31350,41800,12,107982,56870.0
567,2018,공공(일반),경기도,연천군,지자체,직영,2007,연천도서관,경기도 연천군 연천읍 차현로,76-7,031-839-4401,031-839-4409,http://library.yeoncheon.go.kr/,경기 연천군,189,122,56,1390,624,55,89,172,1862,314,102.0,38.0,17.0,146.0,285.0,40.0,54.0,39.0,465.0,49.0,1087.0,1188.0,352.0,15009.0,3148.0,1242.0,1424.0,686.0,15367.0,2026,3589,3972,2023,13982,6663,4784,3548,2564,30234,7299,1348.0,1239.0,297,31350,41800,12,78658,47637.0
568,2018,공공(일반),경기도,고양시,지자체,직영,2008,고양시립대화도서관,경기도 고양시 일산서구 일산로,689 (대화도서관),031-8075-9122,031-911-4276,http://www.goyanglib.or.kr,경기 고양시,1192,593,463,3899,6892,1142,965,5415,25963,4540,889.0,1243.0,171.0,3531.0,3682.0,1348.0,1152.0,1242.0,13559.0,2699.0,7099.0,12335.0,4095.0,33820.0,16532.0,14719.0,7698.0,12879.0,101637.0,20794,5315,8409,4098,26061,8726,9533,5530,4658,46258,11346,3944.0,3892.0,325,31100,41280,11,129934,312188.0
569,2018,공공(일반),경기도,고양시,지자체,직영,2008,고양시립한뫼도서관,경기도 고양시 일산서구 탄중로 284 (일산동),"284 (일산동, 한뫼도서관)",031-8075-9115,031-975-1952,http://www.goyanglib.or.kr,경기 고양시,840,813,382,3790,6488,1037,828,3707,21829,3046,459.0,795.0,200.0,2042.0,2199.0,795.0,591.0,757.0,8668.0,1512.0,5508.0,9445.0,3230.0,26337.0,13343.0,10705.0,5898.0,9650.0,83900.0,14584,5827,7217,3709,24900,10806,9273,4774,3624,50899,11327,1132.0,4159.54,324,31100,41280,11,132356,243378.0
570,2018,공공(일반),경기도,군포시,지자체,직영,2008,군포시 중앙도서관,경기도 군포시 수리산로,79 (군포시중앙도서관),031-390-8866,031-390-8867,http://www.gunpolib.or.kr/,경기 군포시,3777,856,1089,7298,10017,1450,1176,4987,30402,6577,510.0,490.0,73.0,1393.0,1170.0,664.0,537.0,384.0,5169.0,984.0,17503.0,16038.0,6523.0,52936.0,30080.0,25753.0,12230.0,21862.0,143252.0,34477,23415,21638,11392,75328,28291,29168,22985,23563,142260,34010,10730.0,12509.0,295,31160,41410,11,412050,439657.0
571,2018,공공(일반),경기도,부천시,지자체,직영,2008,부천시립한울빛도서관,경기 부천시 소사구 소사본동,317-98(소사로 107),032-625-4670,032-625-4679,http://hanwoolbit.bcl.go.kr/,경기 부천시,1996,2577,1136,10620,19380,3658,1909,19798,47288,15267,409.0,593.0,197.0,1717.0,318.0,1207.0,494.0,363.0,5071.0,833.0,3677.0,5340.0,1769.0,15449.0,2862.0,10864.0,4449.0,3267.0,45642.0,7501,3874,6295,2991,18998,8893,8119,4287,5528,38041,8815,1392.0,3200.0,296,31050,41190,11,105841,235651.0
